isbuyer	buy_freq	visit_freq	buy_interval	sv_interval	expected_time_buy	expected_time_visit	last_buy	last_visit	multiple_buy	multiple_visit	uniq_urls	num_checkins	y_buy
	0	NaN	1	0	0	0	0	42	42	0	0	51	99	0
	0	NaN	1	0	0	0	0	22	22	0	0	76	175	0
	0	NaN	1	0	0	0	0	184	184	0	0	130	301	0
	0	NaN	1	0	0	0	0	9	9	0	0	63	108	0
	0	NaN	1	0	0	0	0	33	33	0	0	123	709	0
	0	NaN	4	0	7.986111	0	-29.09302	35	35	0	1	187	465	0
	1	1	4	0	9.486111	0	3.196425	3	3	0	1	148	2918	0
	0	NaN	1	0	0	0	0	89	89	0	0	69	258	0
	0	NaN	1	0	0	0	0	135	135	0	0	181	5374	0
	0	NaN	2	0	67	0	-76.97906	110	110	0	1	111	908	0
	0	NaN	1	0	0	0	0	24	24	0	0	22	46	0
	0	NaN	1	0	0	0	0	137	137	0	0	154	348	0
	1	1	1	0	0	0	0	79	79	0	0	5	118	0
	0	NaN	4	0	19.33333	0	-17.5754	32	32	0	1	155	970	0
	0	NaN	1	0	0	0	0	88	88	0	0	9	85	0
	0	NaN	2	0	.0416667	0	-160.0011	160	160	0	1	177	1374	0
	0	NaN	1	0	0	0	0	12	12	0	0	3	36	0
	0	NaN	1	0	0	0	0	54	54	0	0	5	52	0
	0	NaN	1	0	0	0	0	0	0	0	0	127	1276	0
	0	NaN	2	0	1.416667	0	-36.05544	36	36	0	1	57	155	0
	0	NaN	1	0	0	0	0	45	45	0	0	95	132	0
	0	NaN	1	0	0	0	0	52	52	0	0	0	510	0
	0	NaN	1	0	0	0	0	124	124	0	0	101	449	0
	0	NaN	1	0	0	0	0	100	100	0	0	101	361	0
	0	NaN	1	0	0	0	0	97	97	0	0	25	204	0
	0	NaN	1	0	0	0	0	14	14	0	0	152	305	0
	0	NaN	2	0	4	0	-3.318346	5	5	0	1	15	42	0
	0	NaN	1	0	0	0	0	15	15	0	0	7	100	0
	0	NaN	1	0	0	0	0	12	12	0	0	-1	414	0
	0	NaN	3	0	6.083333	0	2.117406	1	1	0	1	-1	792	0
	0	NaN	2	0	70.25	0	19.21215	15	15	0	1	118	244	0
	0	NaN	1	0	0	0	0	56	56	0	0	-1	1663	0
	0	NaN	1	0	0	0	0	97	97	0	0	190	826	0
	0	NaN	1	0	0	0	0	7	7	0	0	180	1084	0
	0	NaN	1	0	0	0	0	172	172	0	0	159	883	0
	1	1	2	0	.5416667	0	-59.03211	59	59	0	1	39	947	0
	0	NaN	1	0	0	0	0	38	38	0	0	23	82	0
	0	NaN	1	0	0	0	0	166	166	0	0	167	424	0
	0	NaN	1	0	0	0	0	114	114	0	0	14	65	0
	0	NaN	1	0	0	0	0	80	80	0	0	72	288	0
	0	NaN	1	0	0	0	0	16	16	0	0	10	96	0
	0	NaN	1	0	0	0	0	91	91	0	0	135	219	0
	0	NaN	1	0	0	0	0	43	43	0	0	7	21	0
	0	NaN	1	0	0	0	0	130	130	0	0	45	85	0
	0	NaN	1	0	0	0	0	84	84	0	0	174	2872	0
	0	NaN	1	0	0	0	0	96	96	0	0	162	1183	0
	0	NaN	1	0	0	0	0	46	46	0	0	148	228	0
	0	NaN	1	0	0	0	0	33	33	0	0	185	1405	0
	0	NaN	1	0	0	0	0	7	7	0	0	177	1356	0
	1	1	2	0	24.625	0	9.345117	2	2	0	1	92	243	0
	0	NaN	1	0	0	0	0	70	70	0	0	97	778	0
	0	NaN	1	0	0	0	0	147	147	0	0	80	183	0
	0	NaN	2	0	68.04166	0	16.31992	17	17	0	1	63	211	0
	0	NaN	1	0	0	0	0	8	8	0	0	-1	691	0
	0	NaN	1	0	0	0	0	15	15	0	0	59	81	0
	0	NaN	2	0	93.375	0	-11.26192	57	57	0	1	155	8396	0
	0	NaN	1	0	0	0	0	60	60	0	0	144	377	0
	0	NaN	1	0	0	0	0	20	20	0	0	152	601	0
	1	1	1	0	0	0	0	160	160	0	0	11	43	0
	0	NaN	2	0	.125	0	-152.7635	152	152	0	1	75	268	0
	0	NaN	1	0	0	0	0	138	138	0	0	139	334	0
	0	NaN	2	0	2	0	-39.78109	40	40	0	1	105	368	0
	0	NaN	1	0	0	0	0	32	32	0	0	26	142	0
	0	NaN	1	0	0	0	0	58	58	0	0	14	76	0
	0	NaN	1	0	0	0	0	114	114	0	0	174	1545	0
	0	NaN	1	0	0	0	0	17	17	0	0	52	595	0
	0	NaN	1	0	0	0	0	98	98	0	0	44	109	0
	0	NaN	1	0	0	0	0	0	0	0	0	6	24	0
	0	NaN	2	0	.0416667	0	-22.00784	22	22	0	1	36	88	0
	0	NaN	1	0	0	0	0	29	29	0	0	170	533	0
	0	NaN	1	0	0	0	0	20	20	0	0	27	139	0
	0	NaN	1	0	0	0	0	80	80	0	0	145	3975	0
	1	1	1	0	0	0	0	0	0	0	0	141	713	0
	0	NaN	1	0	0	0	0	16	16	0	0	9	34	0
	0	NaN	1	0	0	0	0	117	117	0	0	78	669	0
	0	NaN	1	0	0	0	0	182	182	0	0	175	378	0
	0	NaN	1	0	0	0	0	175	175	0	0	67	252	0
	0	NaN	1	0	0	0	0	120	120	0	0	164	3140	0
	0	NaN	3	0	19.47917	0	-122.0352	135	135	0	1	32	339	0
	0	NaN	1	0	0	0	0	52	52	0	0	132	188	0
	0	NaN	1	0	0	0	0	165	165	0	0	24	40	0
	0	NaN	2	0	72.20834	0	-50.1789	86	86	0	1	171	1399	0
	0	NaN	1	0	0	0	0	28	28	0	0	101	218	0
	0	NaN	2	0	.0416667	0	-2.232487	2	2	0	1	43	207	0
	0	NaN	2	0	14.83333	0	-120.5602	127	127	0	1	190	844	0
	0	NaN	1	0	0	0	0	3	3	0	0	3	19	0
	0	NaN	1	0	0	0	0	49	49	0	0	164	606	0
	0	NaN	1	0	0	0	0	110	110	0	0	86	567	0
	0	NaN	1	0	0	0	0	72	72	0	0	193	1120	0
	0	NaN	1	0	0	0	0	137	137	0	0	22	133	0
	0	NaN	1	0	0	0	0	166	166	0	0	1	16	0
	0	NaN	2	0	2.916667	0	-71.00616	72	72	0	1	175	801	0
	0	NaN	1	0	0	0	0	26	26	0	0	4	48	0
	0	NaN	1	0	0	0	0	8	8	0	0	-1	14	0
	0	NaN	1	0	0	0	0	30	30	0	0	130	705	0
	0	NaN	1	0	0	0	0	155	155	0	0	144	1074	0
	0	NaN	2	0	19.08333	0	.7719917	8	8	0	1	7	87	0
	0	NaN	1	0	0	0	0	7	7	0	0	7	49	0
	0	NaN	1	0	0	0	0	2	2	0	0	48	217	0
	0	NaN	1	0	0	0	0	10	10	0	0	21	85	0
	0	NaN	2	0	.0833333	0	-4.065508	4	4	0	1	48	116	0
	0	NaN	1	0	0	0	0	7	7	0	0	131	890	0
	0	NaN	1	0	0	0	0	35	35	0	0	91	4290	0
	0	NaN	2	0	12.66667	0	-.6122917	6	6	0	1	27	85	0
	0	NaN	9	0	8.770833	0	1.248725	6	6	0	1	158	1609	0
	0	NaN	1	0	0	0	0	168	168	0	0	21	91	0
	0	NaN	1	0	0	0	0	39	39	0	0	174	951	0
	1	2	11	36.04167	17.46667	2.187187	8.670142	7	7	1	1	189	1008	1
	0	NaN	1	0	0	0	0	93	93	0	0	158	631	0
	0	NaN	2	0	26.25	0	-112.6466	125	125	0	1	69	306	0
	0	NaN	1	0	0	0	0	109	109	0	0	24	437	0
	0	NaN	1	0	0	0	0	124	124	0	0	170	1354	0
	0	NaN	1	0	0	0	0	104	104	0	0	57	185	0
	0	NaN	1	0	0	0	0	0	0	0	0	124	186	0
	0	NaN	1	0	0	0	0	12	12	0	0	15	44	0
	0	NaN	1	0	0	0	0	148	148	0	0	58	184	0
	0	NaN	1	0	0	0	0	163	163	0	0	175	1999	0
	0	NaN	1	0	0	0	0	10	10	0	0	11	69	0
	0	NaN	1	0	0	0	0	41	41	0	0	72	238	0
	0	NaN	1	0	0	0	0	75	75	0	0	25	74	0
	0	NaN	1	0	0	0	0	13	13	0	0	9	33	0
	0	NaN	1	0	0	0	0	43	43	0	0	170	672	0
	0	NaN	1	0	0	0	0	40	40	0	0	70	208	0
	0	NaN	1	0	0	0	0	1	1	0	0	3	57	0
	0	NaN	1	0	0	0	0	35	35	0	0	25	50	0
	0	NaN	1	0	0	0	0	18	18	0	0	83	161	0
	0	NaN	3	0	8.541667	0	-32.97184	38	38	0	1	63	479	0
	0	NaN	1	0	0	0	0	39	39	0	0	46	157	0
	0	NaN	1	0	0	0	0	30	30	0	0	78	199	0
	0	NaN	1	0	0	0	0	92	92	0	0	118	318	0
	0	NaN	1	0	0	0	0	158	158	0	0	62	986	0
	0	NaN	1	0	0	0	0	108	108	0	0	168	1622	0
	0	NaN	2	0	1	0	-72.36922	72	72	0	1	122	525	0
	0	NaN	1	0	0	0	0	9	9	0	0	81	194	0
	0	NaN	1	0	0	0	0	11	11	0	0	93	227	0
	0	NaN	1	0	0	0	0	52	52	0	0	116	594	0
	0	NaN	1	0	0	0	0	173	173	0	0	98	383	0
	0	NaN	2	0	44.83333	0	-45.86637	68	68	0	1	77	325	0
	0	NaN	1	0	0	0	0	78	78	0	0	169	1169	0
	1	1	3	0	4.979167	0	-74.80238	78	78	0	1	177	1003	0
	0	NaN	4	0	20.20833	0	-47.37135	62	62	0	1	161	2522	0
	0	NaN	1	0	0	0	0	45	45	0	0	178	799	0
	0	NaN	1	0	0	0	0	52	52	0	0	28	108	0
	0	NaN	1	0	0	0	0	14	14	0	0	8	16	0
	0	NaN	1	0	0	0	0	40	40	0	0	124	243	0
	0	NaN	1	0	0	0	0	154	154	0	0	27	274	0
	0	NaN	1	0	0	0	0	103	103	0	0	53	114	0
	0	NaN	1	0	0	0	0	40	40	0	0	77	442	0
	0	NaN	1	0	0	0	0	0	0	0	0	29	145	0
	0	NaN	3	0	3.125	0	-2.848567	4	4	0	1	15	59	0
	0	NaN	3	0	63.91667	0	-.5025806	43	43	0	1	169	1005	0
	0	NaN	1	0	0	0	0	124	124	0	0	117	217	0
	0	NaN	1	0	0	0	0	50	50	0	0	35	90	0
	0	NaN	1	0	0	0	0	7	7	0	0	17	60	0
	0	NaN	2	0	25.54167	0	-16.69888	29	29	0	1	45	148	0
	0	NaN	1	0	0	0	0	130	130	0	0	105	278	0
	0	NaN	1	0	0	0	0	12	12	0	0	9	100	0
	0	NaN	1	0	0	0	0	54	54	0	0	181	4318	0
	0	NaN	1	0	0	0	0	7	7	0	0	40	95	0
	1	1	8	0	10.10119	0	-32.27707	41	41	0	1	162	2347	0
	0	NaN	1	0	0	0	0	18	18	0	0	178	2340	0
	0	NaN	1	0	0	0	0	51	51	0	0	102	191	0
	0	NaN	1	0	0	0	0	0	0	0	0	51	433	0
	0	NaN	1	0	0	0	0	84	84	0	0	90	453	0
	0	NaN	3	0	57.9375	0	3.837013	34	34	0	1	0	201	0
	0	NaN	1	0	0	0	0	16	16	0	0	56	244	0
	0	NaN	1	0	0	0	0	51	51	0	0	3	2953	0
	0	NaN	1	0	0	0	0	123	123	0	0	47	123	0
	0	NaN	1	0	0	0	0	138	138	0	0	13	57	0
	0	NaN	5	0	23.5	0	-33.41375	52	52	0	1	138	350	0
	0	NaN	1	0	0	0	0	22	22	0	0	93	624	0
	0	NaN	1	0	0	0	0	175	175	0	0	162	1502	0
	0	NaN	1	0	0	0	0	26	26	0	0	41	132	0
	0	NaN	1	0	0	0	0	29	29	0	0	67	355	0
	0	NaN	1	0	0	0	0	21	21	0	0	10	39	0
	0	NaN	1	0	0	0	0	10	10	0	0	30	152	0
	0	NaN	1	0	0	0	0	131	131	0	0	56	963	0
	0	NaN	1	0	0	0	0	177	177	0	0	38	111	0
	0	NaN	3	0	6.125	0	-17.91035	21	21	0	1	31	79	0
	0	NaN	1	0	0	0	0	4	4	0	0	9	33	0
	0	NaN	1	0	0	0	0	169	169	0	0	168	1584	0
	0	NaN	1	0	0	0	0	136	136	0	0	55	2351	0
	0	NaN	2	0	.0416667	0	-104.4442	104	104	0	1	93	301	0
	0	NaN	3	0	65.5625	0	-5.307883	49	49	0	1	82	175	0
	0	NaN	2	0	8.375	0	-10.4161	14	14	0	1	43	77	0
	0	NaN	5	0	.7291667	0	-1.833633	2	2	0	1	18	226	0
	0	NaN	1	0	0	0	0	28	28	0	0	165	2018	0
	1	1	11	0	9.966666	0	7.80571	1	1	0	1	45	218	0
	0	NaN	3	0	19.52083	0	-68.08931	81	81	0	1	94	506	0
	0	NaN	5	0	3.708333	0	.7837167	2	2	0	1	6	42	0
	0	NaN	1	0	0	0	0	132	132	0	0	160	1517	0
	0	NaN	5	0	7.052083	0	4.612058	1	1	0	1	16	61	0
	0	NaN	2	0	23.5	0	-132.631	144	144	0	1	126	1243	0
	0	NaN	1	0	0	0	0	66	66	0	0	71	420	0
	0	NaN	1	0	0	0	0	40	40	0	0	52	174	0
	0	NaN	1	0	0	0	0	6	6	0	0	9	23	0
	0	NaN	1	0	0	0	0	63	63	0	0	161	288	0
	1	1	7	0	22.56944	0	5.355205	13	13	0	1	164	4107	0
	0	NaN	1	0	0	0	0	63	63	0	0	152	1903	0
	0	NaN	1	0	0	0	0	8	8	0	0	1	8	0
	0	NaN	1	0	0	0	0	83	83	0	0	64	226	0
	0	NaN	1	0	0	0	0	18	18	0	0	8	57	0
	0	NaN	1	0	0	0	0	15	15	0	0	97	385	0
	0	NaN	1	0	0	0	0	133	133	0	0	50	182	0
	0	NaN	4	0	57.33333	0	32.00622	10	10	0	1	168	412	0
	0	NaN	2	0	7.916667	0	-175.4709	179	179	0	1	131	659	0
	1	1	3	0	.8541667	0	-59.41595	59	59	0	1	48	963	0
	0	NaN	1	0	0	0	0	1	1	0	0	174	406	0
	0	NaN	6	0	12.83333	0	6.620336	4	4	0	1	28	137	0
	0	NaN	1	0	0	0	0	51	51	0	0	41	231	0
	0	NaN	1	0	0	0	0	131	131	0	0	85	275	0
	0	NaN	1	0	0	0	0	156	156	0	0	50	122	0
	0	NaN	1	0	0	0	0	103	103	0	0	161	478	0
	1	1	4	0	42.875	0	29.2437	2	2	0	1	119	547	0
	0	NaN	2	0	13.79167	0	3.579133	3	3	0	1	11	185	0
	0	NaN	1	0	0	0	0	17	17	0	0	6	33	0
	0	NaN	1	0	0	0	0	27	27	0	0	23	47	0
	0	NaN	3	0	10.9375	0	5.963517	1	1	0	1	19	68	0
	0	NaN	2	0	43.45833	0	6.966887	14	14	0	1	59	198	0
	0	NaN	1	0	0	0	0	69	69	0	0	179	2297	0
	0	NaN	1	0	0	0	0	135	135	0	0	176	1352	0
	0	NaN	1	0	0	0	0	8	8	0	0	81	142	0
	0	NaN	3	0	9.791667	0	3.051769	3	3	0	1	44	14	0
	0	NaN	1	0	0	0	0	27	27	0	0	132	296	0
	0	NaN	3	0	16.04167	0	-24.24746	34	34	0	1	185	422	0
	0	NaN	1	0	0	0	0	108	108	0	0	37	14	0
	0	NaN	1	0	0	0	0	7	7	0	0	97	229	0
	0	NaN	1	0	0	0	0	13	13	0	0	114	352	0
	0	NaN	1	0	0	0	0	110	110	0	0	187	516	0
	0	NaN	1	0	0	0	0	34	34	0	0	61	163	0
	1	1	1	0	0	0	0	1	1	0	0	-1	321	0
	0	NaN	1	0	0	0	0	34	34	0	0	33	94	0
	0	NaN	1	0	0	0	0	27	27	0	0	168	1518	0
	0	NaN	1	0	0	0	0	27	27	0	0	63	237	0
	0	NaN	3	0	13.41667	0	-131.5101	140	140	0	1	113	191	0
	0	NaN	1	0	0	0	0	31	31	0	0	139	449	0
	0	NaN	1	0	0	0	0	107	107	0	0	68	207	0
	0	NaN	1	0	0	0	0	168	168	0	0	114	5942	0
	0	NaN	2	0	.7083333	0	-41.7522	42	42	0	1	115	218	0
	0	NaN	1	0	0	0	0	167	167	0	0	81	1399	0
	0	NaN	1	0	0	0	0	42	42	0	0	10	35	0
	0	NaN	1	0	0	0	0	7	7	0	0	71	234	0
	0	NaN	1	0	0	0	0	158	158	0	0	123	404	0
	0	NaN	1	0	0	0	0	44	44	0	0	165	1754	0
	0	NaN	1	0	0	0	0	91	91	0	0	55	464	0
	0	NaN	1	0	0	0	0	43	43	0	0	30	410	0
	0	NaN	1	0	0	0	0	37	37	0	0	9	68	0
	0	NaN	1	0	0	0	0	8	8	0	0	27	70	0
	0	NaN	1	0	0	0	0	171	171	0	0	-1	6	0
	0	NaN	1	0	0	0	0	24	24	0	0	138	275	0
	0	NaN	1	0	0	0	0	70	70	0	0	173	229	0
	0	NaN	1	0	0	0	0	38	38	0	0	129	429	0
	0	NaN	1	0	0	0	0	102	102	0	0	70	423	0
	0	NaN	1	0	0	0	0	20	20	0	0	5	14	0
	0	NaN	1	0	0	0	0	112	112	0	0	190	2711	0
	0	NaN	1	0	0	0	0	111	111	0	0	150	1501	0
	0	NaN	1	0	0	0	0	10	10	0	0	32	138	0
	0	NaN	2	0	40	0	17.10704	2	2	0	1	23	64	0
	0	NaN	1	0	0	0	0	182	182	0	0	175	4216	0
	0	NaN	1	0	0	0	0	17	17	0	0	36	76	0
	0	NaN	1	0	0	0	0	35	35	0	0	49	104	0
	0	NaN	2	0	8.875	0	-130.0109	134	134	0	1	168	941	0
	0	NaN	1	0	0	0	0	4	4	0	0	11	71	0
	0	NaN	1	0	0	0	0	90	90	0	0	177	4000	0
	1	1	2	0	43.875	0	20.15643	1	1	0	1	55	227	0
	0	NaN	1	0	0	0	0	22	22	0	0	35	134	0
	0	NaN	1	0	0	0	0	4	4	0	0	69	214	0
	0	NaN	1	0	0	0	0	7	7	0	0	7	25	0
	0	NaN	3	0	54.5625	0	-20.58215	56	56	0	1	148	1360	0
	0	NaN	1	0	0	0	0	27	27	0	0	95	158	0
	0	NaN	1	0	0	0	0	175	175	0	0	18	99	0
	0	NaN	1	0	0	0	0	44	44	0	0	46	99	0
	0	NaN	8	0	21.82143	0	3.762012	15	15	0	1	120	849	0
	0	NaN	1	0	0	0	0	70	70	0	0	88	368	0
	0	NaN	1	0	0	0	0	78	78	0	0	163	5474	0
	0	NaN	1	0	0	0	0	22	22	0	0	169	9389	0
	0	NaN	2	0	123.1667	0	9.801562	51	51	0	1	138	546	0
	0	NaN	1	0	0	0	0	3	3	0	0	15	70	0
	0	NaN	1	0	0	0	0	6	6	0	0	27	99	0
	0	NaN	1	0	0	0	0	157	157	0	0	173	866	0
	0	NaN	6	0	10.21667	0	-25.74786	34	34	0	1	96	689	0
	0	NaN	1	0	0	0	0	82	82	0	0	141	461	0
	0	NaN	1	0	0	0	0	170	170	0	0	168	1369	0
	0	NaN	1	0	0	0	0	7	7	0	0	4	26	0
	0	NaN	1	0	0	0	0	41	41	0	0	47	223	0
	0	NaN	1	0	0	0	0	2	2	0	0	44	145	0
	0	NaN	3	0	19	0	10.81757	1	1	0	1	99	140	0
	0	NaN	1	0	0	0	0	4	4	0	0	162	658	0
	0	NaN	1	0	0	0	0	147	147	0	0	130	459	0
	0	NaN	2	0	32.79167	0	-14.5797	30	30	0	1	41	63	0
	0	NaN	1	0	0	0	0	81	81	0	0	130	616	0
	0	NaN	1	0	0	0	0	15	15	0	0	66	291	0
